contract_id,registry_id,customer_name,customer_inn,customer_kpp,budget_level,budget_name,extra_budget_source,purchase_method,notice_number,supplier_selection_result_date,basis_document_details,contract_date,contract_number,contract_subject,contract_price,budget_code,kosgu,kvr,ikz,supplier_name,supplier_inn,supplier_kpp,last_update_datetime,contract_execution_date
58,3051900202424000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КУТУЛЬСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",0519002024,051901001,Местный бюджет,"Бюджет муниципального образования ""Курахский район"" Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-12/10-0137/24К,поставка природного газа,120000.0,074-0702-1920202590-247,,247,243051900202405190100100010010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-12-24 16:12:00,2024-12-31
59,3051900203124000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КУМУКСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМ.УЛУБЕКОВА З.Б.""",0519002031,051901001,Местный бюджет,"Бюджет муниципального образования ""Курахский район"" Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-12/02-0123/24К,за поставку природного газа,90827.0,074-0702-1920202590-247,,247,243051900203105190100100010010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-09-10 12:04:00,2024-12-31
60,3051900205624000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ШТУЛЬСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ С.Ш. УМАРОВА""",0519002056,051901001,Местный бюджет,"Бюджет муниципального образования ""Курахский район"" Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-12/06-0112/24К,поставка природного газа,95249.07,074-0702-1920202590-247,,247,243051900205605190100100010010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-09-10 12:04:00,2024-12-31
61,3051900215124000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КУЧХЮРСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА-ДЕТСКИЙ САД""",0519002151,051901001,Местный бюджет,"Бюджет муниципального образования ""Курахский район"" Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-12/03-0127/24,за поставку природного газа,119030.0,074-0702-1920202590-247,,247,243051900215105190100100010010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-09-10 12:04:00,2024-12-31
62,3051900216924000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""МОЛЛАКЕНТСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",0519002169,051901001,Местный бюджет,"Бюджет муниципального образования ""Курахский район"" Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-12/04-0121/24К,поставка природного газа,150000.0,074-0702-1920202590-247,,247,243051900216905190100100010010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-12-24 16:12:00,2024-12-31
63,3051900220024000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ КАБИРСКИЙ ДЕТСКИЙ САД ""УЛЫБКА""",0519002200,051901001,Местный бюджет,"Бюджет муниципального образования ""Курахский район"" Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-12/08-0122/24К,за поставку природного газа,41194.0,074-0701-1910101590-247,,247,243051900220005190100100010010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-12-19 19:07:00,2024-12-31
64,3051900250724000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КУРАХСКИЙ ДЕТСКИЙ САД №2 ""АЛЕНУШКА""",0519002507,051901001,Местный бюджет,"Бюджет муниципального образования ""Курахский район"" Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-12/05-0118/24К,за поставку природного газа,133969.71,074-0701-1910101590-247,,247,243051900250705190100100010010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-12-24 16:12:00,2024-12-31
65,3051901297824000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ КУРАХСКИЙ ДЕТСКИЙ САД №1 ""СОЛНЫШКО""",0519012978,051901001,Местный бюджет,"Бюджет муниципального образования ""Курахский район"" Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-12/05-0117/24К,за поставку природного газа,200000.0,074-0701-1910101590-247,,247,243051901297805190100100020010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-12-19 15:10:00,2024-12-31
66,3051901313924000001,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""КУРАХСКИЙ РАЙОН"" РЕСПУБЛИКИ ДАГЕСТАН",0519013139,051901001,Местный бюджет,"Бюджет муниципального образования ""Курахский район"" Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,2023-11-21,Муниципальный контракт на поставку газа 12-6-12/05-0126/24К,2024-01-01,12-6-12/05-0126/24К,Муниципальный контракт на поставку газа,268053.48,001-0104-8830020000-247,,247,243051901313905190100100050050620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-02-22 15:08:00,2024-12-31
67,3051901327324000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ИКРИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА-ИНТЕРНАТ ИМЕНИ ГЕРОЯ РОССИИ З.Л. БАТМАНОВА""",0519013273,051901001,Местный бюджет,"Бюджет муниципального образования ""Курахский район"" Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-12/07-0129/24К,за поставку природного газа,300000.0,074-0702-1920202590-247,,247,243051901327305190100100010010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-08-19 15:55:00,2024-12-31
68,3052200006624000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ ОЗДОРОВИТЕЛЬНЫЙ ЛАГЕРЬ ""ЖЕМЧУЖИНА""",0522000066,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,06270101,"Поставка электроэнергии для МБУ ""Детский оздоровительный лагерь ""Жемчужина""""",216896.0,,,247,243052200006605220100100010013511247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2024-04-23 11:58:00,2024-12-31
69,3052200898924000002,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛО АДАНАК"" КАРАБУДАХКЕНТСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0522008989,052201001,Местный бюджет,"Бюджет Муниципального образования сельского поселения ""село Аданак"" Карабудахкентского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-07/02-0319/24,"Поставка газа для администрации сельского поселения ""село Аданак""",28191.32,001-0104-8830020001-247,,247,243052200898905220100100020010620247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2025-05-06 21:24:00,2024-12-31
70,3052200903724000002,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛО ДОРГЕЛИ"" КАРАБУДАХКЕНТСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0522009037,052201001,Местный бюджет,"Бюджет Муниципального образования сельского поселения ""село Доргели"" Карабудахкентского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-07/07-0318/24,"Поставка газоснабжения для сельского поселения ""село Доргели""",56382.65,001-0104-8830020001-247,,247,243052200903705220100100010013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-04-26 10:13:00,2024-12-31
71,3052200907624000046,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",0522009076,052201001,Местный бюджет,"БЮДЖЕТ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-07/01-0307/24К,"Поставка газа для нужд администрации МР ""Карабудахкентский район""",142369.24,001-0104-8830020001-247,,247,243052200907605220100100600013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-06-26 16:32:00,2024-12-31
72,3052200907624000047,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",0522009076,052201001,Местный бюджет,"БЮДЖЕТ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-07/01-0307/24,"Поставка газоснабжения для нужд администрации МР ""Карабудахкентский район""",385830.72,001-0104-8830020001-247,,247,243052200907605220100100590013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-06-26 16:37:00,2024-12-31
73,3052200907624000061,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",0522009076,052201001,Местный бюджет,"БЮДЖЕТ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,ДА-2024/01,"Аренда нежилого помещения для нужд администрации МР ""Карабудахкентский район""",2200000.0,001-0703-1930606591-244,,244,243052200907605220100100640016820244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОЭСТЕЙТ""",7728291453,775101001,2025-03-17 13:23:00,2024-11-30
74,3052200911824000002,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛЬСОВЕТ ""КАКА-ШУРИНСКИЙ"" КАРАБУДАХКЕНТСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0522009118,052201001,Местный бюджет,"Бюджет Муниципального образования сельского поселения ""сельсовет"" Кака-шуринский"" Карабудахкентского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-07/10-0312/24,"Поставка газа для администрации сельского поселения ""сельсовет Какашуринский""",168800.94,001-0104-8830020001-247,,247,243052200911805220100100030013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-10-08 09:14:00,2024-12-31
75,3052200928424000001,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛЬСОВЕТ ГУБДЕНСКИЙ"" КАРАБУДАХКЕНТСКОГО РАЙОНА",0522009284,052201001,Местный бюджет,"Бюджет Муниципального образования сельского поселения ""сельсовет"" Губденский"" Карабудахкентского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-07/04-0313/24,"Поставка газа для нужд сельского поселения ""сельсовет Губденский""",80546.64,001-0104-8830020001-247,,247,243052200928405220100100020013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-04-05 12:07:00,2024-12-31
76,3052200928424000002,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛЬСОВЕТ ГУБДЕНСКИЙ"" КАРАБУДАХКЕНТСКОГО РАЙОНА",0522009284,052201001,Местный бюджет,"Бюджет Муниципального образования сельского поселения ""сельсовет"" Губденский"" Карабудахкентского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12270004,"Поставка электроэнергии для нужд сельского поселения ""сельсовет Губденский""",391680.0,001-0503-9990001000-247,,247,243052200928405220100100030013511247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2024-05-07 12:57:00,2024-12-31
77,3052200928424000003,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛЬСОВЕТ ГУБДЕНСКИЙ"" КАРАБУДАХКЕНТСКОГО РАЙОНА",0522009284,052201001,Местный бюджет,"Бюджет Муниципального образования сельского поселения ""сельсовет"" Губденский"" Карабудахкентского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,06270008,"Поставка электроэнергии для нужд сельского поселения ""сельсовет Губденский""",882000.0,001-0503-9990001000-247,,247,243052200928405220100100060013511247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2024-07-01 10:57:00,2024-12-31
78,3052200974224000001,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛО АГАЧАУЛ"" КАРАБУДАХКЕНТСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0522009742,052201001,Местный бюджет,"Бюджет Муниципального образования сельского поселения ""село Агачаул"" Карабудахкентского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-01/02-0513/24,"Поставка газоснабжения для нужд сельского поселения ""село Агачаул""",49477.16,001-0104-8830020001-247,,247,243052200974205220100100070013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-12-29 18:16:00,2024-12-31
79,3052200974224000002,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛО АГАЧАУЛ"" КАРАБУДАХКЕНТСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0522009742,052201001,Местный бюджет,"Бюджет Муниципального образования сельского поселения ""село Агачаул"" Карабудахкентского района Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,15270234,"Поставка электроэнергии для нужд сельского поселения ""село Агачаул""",187000.0,"001-0104-8830020001-247,001-0503-9990001000-247",,247 247,243052200974205220100100080013511247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2025-03-17 11:45:00,2024-12-31
80,3052201009624000002,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ГИМНАЗИЯ""",0522010096,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-07/01-0339/24,"Поставка газоснабжения для нужд МБОУ ""Гимназия"" с. Карабудахкент",680026.64,,,247,243052201009605220100100040013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-04-26 18:10:00,2024-12-31
81,3052201104324000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ГЕЛИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ ЗАГИРОВА ХАЛИТА АБДУЗАГИРОВИЧА""",0522011043,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-07/03-0325/24,"Поставка газоснабжения для нужд МБОУ ""Гелинская СОШ""",443584.76,,,247,243052201104305220100100040013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-03-14 10:33:00,2024-12-31
82,3052201111724000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КАРАБУДАХКЕНТСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №1 ИМ. Г.М. АБДУЛЛАЕВА.""",0522011117,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-01/01-0363/24,"Поставка газоснабжения для нужд МБОУ ""Карабудахкентская СОШ №1""",182465.78,,,247,243052201111705220100100040013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-04-26 17:59:00,2024-12-31
83,3052201116324000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №11 ""ЛАСТОЧКА""",0522011163,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,06270078,Договор энеогоснабжения,91500.0,,,247,243052201116305220100100010010000247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2024-04-08 09:28:00,2024-12-31
84,3052201116324000002,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №11 ""ЛАСТОЧКА""",0522011163,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-07/12-0352/24,Поставка газа,67825.83,,,247,243052201116305220100100030013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-04-22 15:03:00,2024-12-31
85,3052201149124000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 1 ""СОЛНЫШКО""",0522011491,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,2,Аренда нежилого здания для размещения детского сада,475000.0,,,244,243052201149105220100100040016820244,Джамалутдинов Исламович Магомедтагир,052200053492,,2025-03-17 09:41:00,2024-05-31
86,3052201161424000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""КАРАБУДАХКЕНТСКАЯ ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА""",0522011614,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,06270091,договор энергоснабжения,22500.0,,,247,243052201161405220100100030013511247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2024-04-08 09:16:00,2024-12-31
87,3052201207924000002,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ПАРАУЛЬСКАЯ ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА ИМ.АБДУРАГИМОВА МАГОМЕД-ШАМИЛЯ МАГОМЕДОВИЧА""",0522012079,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,12-6-07/13-0455/24,"Договор на поставку газа для нужд МБУ ДО ""Параульская ДЮСШ"" им. Абдурагимова М.М.",150313.22,,,247,243052201207905220100100050013523247,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ МАХАЧКАЛА""",0571008854,057101001,2024-05-03 13:04:00,2024-12-31
88,3052201207924000003,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ПАРАУЛЬСКАЯ ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА ИМ.АБДУРАГИМОВА МАГОМЕД-ШАМИЛЯ МАГОМЕДОВИЧА""",0522012079,052201001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,06270096,"Энергоснабжение для нужд МБУ ДО ""Параульская ДЮСШ"" им. Абдурагимова М.М.",67500.0,,,247,243052201207905220100100060013512247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2024-05-03 13:09:00,2024-12-31
89,3052201229424000005,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА""",0522012294,052201001,Местный бюджет,"БЮДЖЕТ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,06300288,Договор на уличное освещение,2271955.52,133-0409-1530020761-247,,247,243052201229405220100100010013511247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2025-03-25 15:29:00,2024-12-31
90,3052201229424000017,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА""",0522012294,052201001,Местный бюджет,"БЮДЖЕТ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-01-01,06270103,Поставка электроэнергии,222795.2,133-0505-9990000591-247,,247,243052201229405220100100030013511247,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",2632082033,263201001,2025-03-25 15:28:00,2024-12-31
