customer_id,customer_name,customer_inn,customer_kpp
231,"АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ""ГОРОД ДЕРБЕНТ""",0542009356,054201001
232,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛЬСОВЕТ ХОРЕДЖСКИЙ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ХИВСКИЙ РАЙОН"" РЕСПУБЛИКИ ДАГЕСТАН",0535002656,053501001
233,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОСЯКИНСКИЙ ДЕТСКИЙ САД"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0517002540,051701001
234,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА"" АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО РАЙОНА ""СУЛЕЙМАН-СТАЛЬСКИЙ РАЙОН""",0529909728,052901001
235,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА-ДЕТСКИЙ САД №42"" ""ГОРОДОК""",0560034860,057301001
236,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КОММУНАЛЬНОГО ХОЗЯЙСТВА И КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА"" АДМИНИСТРАЦИИ МО ""БУЙНАКСКИЙ РАЙОН""",0543035207,054301001
237,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""КУРАХСКИЙ РАЙОН"" РЕСПУБЛИКИ ДАГЕСТАН",0519013139,051901001
238,"Муниципальное казенное общеобразовательное учреждение ""Малоарешевская средняя общеобразовательная школа"" Кизлярского района Республики Дагестан",0547005820,051701001
239,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №10""",0561041958,057101001
240,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛО ОРТА-СТАЛ"" СУЛЕЙМАН-СТАЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0529007085,052901001
241,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛО АЛАК"" БОТЛИХСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0506002108,050601001
242,"АДМИНИСТРАЦИЯ МО ""СЕЛЬСОВЕТ НОВОГЕОРГИЕВСКИЙ"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531003867,053101001
243,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КАРДОНОВСКИЙ ДЕТСКИЙ САД"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0517001949,051701001
244,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ВНУТРИГОРОДСКОГО РАЙОНА ""КИРОВСКИЙ РАЙОН"" ГОРОДА МАХАЧКАЛА РД",0573006644,057301001
245,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЮБИЛЕЙНЫЙ ДЕТСКИЙ САД"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0517015229,051701001
246,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОРГАНИЗАЦИИ ДОРОЖНОГО ДВИЖЕНИЯ""",0573018054,057301001
247,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЯСНОПОЛЯНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ МАГОМЕДОВА ХИЗБУЛЫ ХАДЖИМУРАДОВИЧА"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0517008207,051701001
248,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЁНКА - ДЕТСКИЙ САД № 28 ""ДЕЛЬФИН""",0542015208,054201001
249,"АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ""ГОРОД КИЗЛЯР""",0547003083,054701001
250,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СОВХОЗНАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0547005965,051701001
251,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ СТРОИТЕЛЬСТВА, ЖИЛИЩНО-КОММУНАЛЬНОГО, СЕЛЬСКОГО ХОЗЯЙСТВ И ЭКОЛОГИИ МУНИЦИПАЛЬНОГО РАЙОНА ""ЦУНТИНСКИЙ РАЙОН""",0538003834,053801001
252,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛО ЮХАРИ-СТАЛ"" СУЛЕЙМАН-СТАЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0529908210,052901001
253,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КУЛЬТУРЫ, СПОРТА, МОЛОДЕЖНОЙ ПОЛИТИКИ И ТУРИЗМА"" АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО РАЙОНА ""АХТЫНСКИЙ РАЙОН""",0504009203,050401001
254,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ХУЦЕЕВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0517015620,051701001
255,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД №39""",0561056560,057101001
256,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЧЕРНЯЕВСКИЙ ДЕТСКИЙ САД"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0517015317,051701001
257,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ "" СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 14 """,0561056513,057101001
258,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛО КУНКИ"" ДАХАДАЕВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0511001251,051101001
259,"АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ""ГОРОД ЮЖНО-СУХОКУМСК""",0549000899,054901001
260,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СЕРГОКАЛИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №2 ИМ.ГЕРОЯ РОССИИ МАГОМЕДА НУРБАГАНДОВА"" СЕРГОКАЛИНСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0527002860,052701001
261,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛЬСОВЕТ НОВОГЕОРГИЕВСКИЙ"" ""КУЛЬТУРНЫЙ ЦЕНТР ""ТОНУС""",0531002091,053101001
262,"АДМИНИСТРАЦИЯ МО ""СЕЛО ТАРУМОВКА""ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531000048,053101001
263,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛЬСОВЕТ ЗАХИТСКИЙ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ХИВСКИЙ РАЙОН"" РЕСПУБЛИКИ ДАГЕСТАН",0535002790,053501001
264,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №18 ИМЕНИ Р.С. РАМАЗАНОВА""",0560033802,057301001
265,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА"" КУЛИНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА",0518002310,051801001
266,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЭКСПЛУАТАЦИИ ВОДОХРАНИЛИЩА ""ХАЛА-ГОРК"" МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",0522020834,052201001
267,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛО АДАНАК"" КАРАБУДАХКЕНТСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0522008989,052201001
268,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛЬСОВЕТ АШТЫНСКИЙ"" ДАХАДАЕВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0511001244,051101001
269,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 16""",0562066680,057201001
270,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АВЕРЬЯНОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ ОМАРОВА ГУСЕЙНА ОМАРОВИЧА"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0517000102,051701001
271,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛЬСОВЕТ ""АШАГА-СТАЛЬСКИЙ"" СУЛЕЙМАН-СТАЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0529906759,052901001
272,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БИБЛИОТЕКА""",0525140858,052501001
273,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №2""",0562068448,057201001
274,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БОЛЬШЕБРЕДИХИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0517015797,051701001
275,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №32""",0571021020,057101001
276,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКО-ЮНОШЕСКАЯ СПОРТИВНАЯ ШКОЛА ГОРОДА БУЙНАКСКА""",0543011990,054301001
277,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ ОБРАЗОВАНИЯ АДМИНИСТРАЦИИ МР ""НОГАЙСКИЙ РАЙОН""",0525005707,052501001
278,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛЬСОВЕТ ""КАРЧАГСКИЙ"" СУЛЕЙМАН-СТАЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0529007455,052901001
279,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛЬСОВЕТ ""КАСУМКЕНТСКИЙ"" СУЛЕЙМАН-СТАЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0529007470,052901001
280,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "" УНЦУКУЛЬСКИЙ РАЙОН """,0533010059,053301001
281,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛЬСОВЕТ КУРАХСКИЙ "" КУРАХСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0519000274,051901001
282,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""МНОГОПРОФИЛЬНАЯ ГИМНАЗИЯ № 38""",0562062943,057201001
283,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ТЛЯРАТИНСКИЙ РАЙОН""",0532000160,053201001
284,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЕДИНАЯ ДЕЖУРНО-ДИСПЕТЧЕРСКАЯ СЛУЖБА ГОРОДА КИЗЛЯРА""",0547009430,054701001
285,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЕДИНАЯ ДЕЖУРНО-ДИСПЕТЧЕРСКАЯ СЛУЖБА МУНИЦИПАЛЬНОГО РАЙОНА ""КИЗЛЯРСКИЙ РАЙОН""",0547010669,054701001
286,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД ""КАРЛЫГАШЛАР"" АДМИНИСТРАЦИИ МР ""НОГАЙСКИЙ РАЙОН"" СЕЛО КУНБАТАР",0525006080,052501001
287,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКАЯ МУЗЫКАЛЬНАЯ ШКОЛА № 1""",0542015889,054201001
288,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ГЕРЕЙХАНОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №1 ИМ. Р.ОСМАНОВА """,0529009318,052901001
289,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ОРТАСТАЛЬСКИЙ ДЕТСКИЙ САД""",0529010507,052901001
290,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НЮТЮГСКИЙ ДЕТСКИЙ САД """,0529006885,052901001
291,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ПТИКЕНТСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",0529010440,052901001
292,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""ЦУНТИНСКИЙ РАЙОН "" РЕСПУБЛИКИ ДАГЕСТАН",0538000833,053801001
293,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ""БОНДАРЕНОВСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0517000092,051701001
294,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""СЕЛО ТУХЧАР"" НОВОЛАКСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0524005246,052401001
295,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЗИЗИКСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ МАРАТА МУГУЛОВИЧА ГАДЖИБАЛАЕВА"" СУЛЕЙМАН-СТАЛЬСКОГО РАЙОНА",0529009981,052901001
296,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АШАГАСТАЛКАЗМАЛЯРСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ РУСЛАНА СЕЙФЕДИНОВИЧА АБАСОВА""",0529006934,052901001
297,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""АЛКАДАРСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",0529010592,052901001
298,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛЬСКОЕ ПОСЕЛЕНИЕ ""СЕЛЬСОВЕТ ЗУБУТЛИ-МИАТЛИНСКИЙ"" КИЗИЛЮРТОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0516011327,051601001
299,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 19""",0562068173,057201001
300,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""МЕЖПОСЕЛЕНЧЕСКИЙ ЦЕНТРАЛИЗОВАННЫЙ КУЛЬТУРНО - ДОСУГОВЫЙ ЦЕНТР"" МУНИЦИПАЛЬНОГО РАЙОНА ""КИЗЛЯРСКИЙ РАЙОН""",0517000462,051701001
301,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""НОВОМАКИНСКИЙ ДЕТСКИЙ САД""",0529909990,052901001
302,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЗУХРАБКЕНТСКАЯ ОСНОВНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",0529010480,052901001
303,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД КАСПИЙСК"" РЕСПУБЛИКИ ДАГЕСТАН ""ЗЕЛЕНЫЙ ГОРОД""",0554007280,055401001
304,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""БУТКЕНТСКАЯ НАЧАЛЬНАЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",0529010377,052901001
305,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД №21 ""ВОЛШЕБНИК""",0522022408,052201001
306,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА Г. КАСПИЙСКА""",0554004874,055401001
307,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛЬСОВЕТ ""ИСПИКСКИЙ"" СУЛЕЙМАН-СТАЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0529007487,052901001
308,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЕДИНОГО ЗАКАЗЧИКА-ЗАСТРОЙЩИКА"" АДМИНИСТРАЦИИ ГОРОДСКОГО ОКРУГА ""ГОРОД ЮЖНО-СУХОКУМСК""",0549009524,054901001
309,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛЬСКОЕ ПОСЕЛЕНИЕ ""СЕЛЬСОВЕТ МАДЖАЛИССКИЙ"" КАЙТАГСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0514001588,051401001
310,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""СУЛЕЙМАН-СТАЛЬСКИЙ РАЙОН"" РЕСПУБЛИКИ ДАГЕСТАН",0529909647,052901001
311,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛЬСОВЕТ ""ЮЖНЫЙ"" КИЗЛЯРСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0517003495,051701001
312,"АДМИНИСТРАЦИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛЬСОВЕТ ЧУВЕКСКИЙ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ХИВСКИЙ РАЙОН"" РЕСПУБЛИКИ ДАГЕСТАН",0535002670,053501001
313,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ХОЗЯЙСТВЕННО-ЭКСПЛУАТАЦИОННЫЙ ЦЕНТР"" МУНИЦИПАЛЬНОГО РАЙОНА ""КИЗЛЯРСКИЙ РАЙОН"" РЕСПУБЛИКИ ДАГЕСТАН",0517006030,051701001
314,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 34""",0560034965,057301001
315,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 31""",0561056489,057101001
316,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КИЗЛЯРСКИЙ ИНФОРМАЦИОННЫЙ ЦЕНТР"" ГОРОДСКОГО ОКРУГА ""ГОРОД КИЗЛЯР""",0547006782,054701001
317,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ СЕЛЬСКОГО ПОСЕЛЕНИЯ ""СЕЛО ТЕРЕКЛИ-МЕКТЕБ"" НОГАЙСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0525003107,052501001
318,"АДМИНИСТРАЦИЯ МО ""СЕЛО КОКТЮБЕЙ"" ТАРУМОВСКОГО РАЙОНА РЕСПУБЛИКИ ДАГЕСТАН",0531003200,053101001
319,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ГИМНАЗИЯ""",0522010096,052201001
320,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ГУБДЕНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМ. АЛИЕВА О.А""",0522010949,052201001
321,"Муниципальное казенное общеобразовательное учреждение ""Кизлярская гимназия №6 им. А.С. Пушкина"" городского округа ""город Кизляр""",0547004707,054701001
322,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДВОРЕЦ ДЕТСКОГО ТВОРЧЕСТВА ГОРОДА БУЙНАКСКА""",0543041306,054301001
323,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ШУМЛЕЛИКСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",0525006250,052501001
324,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЛЕНИНАУЛЬСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",0525006147,052501001
